geometry|lat|lon|name|rating|types|zona_estudio|n_types|type_0|type_1|type_2|type_3|type_4|type_5|type_6|type_7|type_8
POINT (-78.46913769999999 -0.1038019)|-0.1038019|-78.46913769999999|FLOR DE FENIX||['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4692302 -0.1273967)|-0.1273967|-78.4692302|Flores y Plantas Stefany|4.9|['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4628305 -0.1308106)|-0.1308106|-78.4628305|Arreglos Florales Quito||['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4633097 -0.1315579)|-0.1315579|-78.4633097|Florería DEISMA|5.0|['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4730307 -0.1273293)|-0.1273293|-78.4730307|Unique Collection||['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4412357 -0.112155)|-0.112155|-78.4412357|Tanias Bakery||['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.45341950000001 -0.0976763)|-0.0976762999999999|-78.45341950000001|Floristeria Tropical Garden|5.0|['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4533828 -0.0969504)|-0.0969504|-78.4533828|El Bambú||['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4743627 -0.100563)|-0.100563|-78.4743627|Garlands|5.0|['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.4776605 -0.1267268)|-0.1267268|-78.4776605|Floreria Snaider||['florist', 'store']|LA BOTA|2|florist|store|||||||
POINT (-78.465834 -0.1255075)|-0.1255075|-78.465834|MK Muebles Kennedy|4.4|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4486039 -0.1011668)|-0.1011668|-78.4486039|Muebles Ilusiónarte|4.5|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4483178 -0.1011936)|-0.1011936|-78.4483178|Madera&Tapiz|4.8|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4473158 -0.1006759)|-0.1006759|-78.4473158|"Furniture Fair ""Home Prestige"""|4.3|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.47466969999999 -0.1024941)|-0.1024941|-78.47466969999999|Kcrea|4.0|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4794235 -0.1127699)|-0.1127699|-78.4794235|XPC Mayoristas|4.5|['furniture_store', 'electronics_store', 'home_goods_store', 'store']|LA BOTA|4|furniture_store|electronics_store|home_goods_store|store|||||
POINT (-78.476111 -0.1023493)|-0.1023493|-78.476111|EDREDONES ECUADOR|4.3|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4480952 -0.0967535)|-0.0967534999999999|-78.4480952|INMACOR Muebles y Diseño|4.2|['furniture_store', 'home_goods_store', 'general_contractor', 'store']|LA BOTA|4|furniture_store|home_goods_store|general_contractor|store|||||
POINT (-78.4589307 -0.1156668)|-0.1156668|-78.4589307|Muebles Su Estilo|4.3|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4585777 -0.1079421)|-0.1079421|-78.4585777|TVentas||['home_goods_store', 'furniture_store', 'electronics_store', 'store']|LA BOTA|4|home_goods_store|furniture_store|electronics_store|store|||||
POINT (-78.4673059 -0.1200613)|-0.1200613|-78.4673059|Escritorios y más Trazos Vintage||['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.45025650000001 -0.1177231)|-0.1177231|-78.45025650000001|MUEBLERIA PIZARRO|5.0|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.46564219999999 -0.123409)|-0.123409|-78.46564219999999|Tapiceria|5.0|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.45378749999999 -0.1065804)|-0.1065804|-78.45378749999999|Muebles Baratito|5.0|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.46615179999999 -0.124221)|-0.124221|-78.46615179999999|La Casa del Mueble||['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4672945 -0.1236742)|-0.1236742|-78.4672945|Mega Muebles Catherine|4.3|['shopping_mall', 'furniture_store', 'home_goods_store', 'store']|LA BOTA|4|shopping_mall|furniture_store|home_goods_store|store|||||
POINT (-78.47078970000001 -0.1123012)|-0.1123012|-78.47078970000001|MOBISTUDIO|3.0|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4721678 -0.1139814)|-0.1139814|-78.4721678|Vitrinas Corona|4.8|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4721082 -0.11089)|-0.11089|-78.4721082|Innovaoffice|4.0|['furniture_store', 'home_goods_store', 'store']|LA BOTA|3|furniture_store|home_goods_store|store||||||
POINT (-78.4674319 -0.1239821)|-0.1239821|-78.4674319|pileta|1.0|['tourist_attraction']|LA BOTA|1|tourist_attraction||||||||
POINT (-78.4695127 -0.1280291)|-0.1280291|-78.4695127|Black tattoo studio||['tourist_attraction']|LA BOTA|1|tourist_attraction||||||||
POINT (-78.4478716 -0.1044968)|-0.1044968|-78.4478716|Conju||['tourist_attraction']|LA BOTA|1|tourist_attraction||||||||
POINT (-78.44479659999999 -0.1094052)|-0.1094052|-78.44479659999999|Forever Funeraria & Servicios Exequiales||['funeral_home']|LA BOTA|1|funeral_home||||||||
POINT (-78.43993999999999 -0.1048028)|-0.1048028|-78.43993999999999|Servicios excequiales Manantial de Vida||['funeral_home']|LA BOTA|1|funeral_home||||||||
POINT (-78.44101189999999 -0.1062923)|-0.1062923|-78.44101189999999|Primax Panamericana Norte Atimasa|3.9|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4792274 -0.1158291)|-0.1158291|-78.4792274|Petro Ecuador|4.1|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4571024 -0.109543)|-0.109543|-78.4571024|Gasolinera Puma Calderón|3.5|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.45707800000001 -0.1094755)|-0.1094755|-78.45707800000001|Puma|4.2|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4519251 -0.1079089)|-0.1079089|-78.4519251|Petróleos y Servicios E/S COOPTRACAL|4.3|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4517668 -0.1079228)|-0.1079228|-78.4517668|Petróleos y Servicios E/S COOPTRACAL|4.2|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.45075560000001 -0.1082016)|-0.1082016|-78.45075560000001|Yanbal||['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.45053469999999 -0.1084614)|-0.1084614|-78.45053469999999|Gasolinera Petroecuador Llano Grande|4.2|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.46200449999999 -0.128871)|-0.128871|-78.46200449999999|Centro de distribución|5.0|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.47171639999999 -0.1050805)|-0.1050805|-78.47171639999999|Estación de Servicio MasGas Eloy Alfaro|4.2|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.47024689999999 -0.1011283)|-0.1011283|-78.47024689999999|gasolinera 4||['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4712156 -0.1305611)|-0.1305611|-78.4712156|Primax Eloy Alfaro Atimasa|4.1|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4715536 -0.1005741)|-0.1005741|-78.4715536|Primax|4.1|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4792034 -0.1156424)|-0.1156424|-78.4792034|Aneta|4.1|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4704364 -0.1333332)|-0.1333332|-78.4704364|Gasolinera Primax|4.2|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.47921420000002 -0.110983)|-0.110983|-78.47921420000002|Gasolinera PDV|4.3|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4714875 -0.0988755)|-0.0988754999999999|-78.4714875|gasolinera petrocomercial|5.0|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4787388 -0.1241255)|-0.1241255|-78.4787388|Primax Sabanilla Av. 6 de Diciembre Atimasa|4.2|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4693948 -0.1139332)|-0.1139332|-78.4693948|Complejo Deportivo Corporación ISA|4.4|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4649124 -0.1314669)|-0.1314669|-78.4649124|Motionfitness|5.0|['gym', 'physiotherapist', 'health']|LA BOTA|3|gym|physiotherapist|health||||||
POINT (-78.4578389 -0.1082123)|-0.1082123|-78.4578389|Smart Fit Portal|4.6|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.46620519999999 -0.1211895)|-0.1211895|-78.46620519999999|Estadio Del Comité Del Pueblo|4.0|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4582477 -0.1250433)|-0.1250433|-78.4582477|MANT GYM|5.0|['gym', 'health', 'general_contractor']|LA BOTA|3|gym|health|general_contractor||||||
POINT (-78.4497287 -0.113756)|-0.113756|-78.4497287|Gym Stronger|4.7|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.44889049999999 -0.1178528)|-0.1178528|-78.44889049999999|Estadio El Carmen Bajo|2.5|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4606273 -0.1274468)|-0.1274468|-78.4606273|Liga Barrial La Quintana|4.1|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.46773089999999 -0.1244828)|-0.1244828|-78.46773089999999|WOLF'S CENTER GYM|4.8|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4478467 -0.1119582)|-0.1119582|-78.4478467|GIMNASIO STRONGER LLANO GRANDE||['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.46712219999999 -0.1267588)|-0.1267588|-78.46712219999999|CEAM Clarken Escuela de Artes Marciales|4.9|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.45822869999999 -0.1292841)|-0.1292841|-78.45822869999999|Gimnasio club de entrenamiento fiv|4.3|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.46859429999999 -0.1260164)|-0.1260164|-78.46859429999999|Body Space|4.5|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4712081 -0.1229865)|-0.1229865|-78.4712081|Raulrivadeneira|5.0|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4689286 -0.1266829)|-0.1266829|-78.4689286|SPOT NUTRICIÓN FIT ,CLUB COMITE PUEBLO|5.0|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.46304169999999 -0.1014581)|-0.1014581|-78.46304169999999|Muscle God Fitness Center|5.0|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4522163 -0.1025896)|-0.1025896|-78.4522163|Club formativo Independiente del Valle Carapungo|3.0|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.44441719999999 -0.1146528)|-0.1146528|-78.44441719999999|SYNERGYM D.B.P|3.3|['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4510231 -0.1028094)|-0.1028094|-78.4510231|Academia de artes marciales octágono||['gym', 'health']|LA BOTA|2|gym|health|||||||
POINT (-78.4776069 -0.1172434)|-0.1172434|-78.4776069|Frente Al Parque De Los Recuerdos||['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4775878 -0.119849)|-0.119849|-78.4775878|Specialty Center Ponceano Committee Pueblo (IESS)|3.6|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.449835 -0.0961555)|-0.0961554999999999|-78.449835|Family Medicine Center Vozandes Carapungo|4.3|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4609718 -0.1152235)|-0.1152235|-78.4609718|Veterinaria Doctor Pet Quito|4.6|['veterinary_care', 'hospital', 'health']|LA BOTA|3|veterinary_care|hospital|health||||||
POINT (-78.4588923 -0.1117727)|-0.1117727|-78.4588923|Mediavans S.A|5.0|['hospital', 'health', 'store']|LA BOTA|3|hospital|health|store||||||
POINT (-78.4583566 -0.1084296)|-0.1084296|-78.4583566|SIME Sistemas Médicos USFQ|3.3|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.45856289999999 -0.1072879)|-0.1072879|-78.45856289999999|Redux Clinica - El Portal Shopping|5.0|['hospital', 'spa', 'doctor', 'health']|LA BOTA|4|hospital|spa|doctor|health|||||
POINT (-78.4635509 -0.1079899)|-0.1079899|-78.4635509|CONJUNTO OASIS DEL NORTE|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4667272 -0.1204431)|-0.1204431|-78.4667272|Centro de Salud Tipo C - Comite del Pueblo|3.6|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4677221 -0.121186)|-0.121186|-78.4677221|Servicios medicos Unilab|5.0|['hospital', 'doctor', 'health']|LA BOTA|3|hospital|doctor|health||||||
POINT (-78.4498188 -0.1136499)|-0.1136499|-78.4498188|CENTRO MEDIDO SOPLO DE VIDA|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4493808 -0.1128937)|-0.1128937|-78.4493808|Carrera Maternidad Llano Grande||['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.44948529999999 -0.1114748)|-0.1114748|-78.44948529999999|Fresenius Medical Care|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.46722199999999 -0.1235337)|-0.1235337|-78.46722199999999|MEDICALAB Centro Médico Integral|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.45423819999999 -0.1056689)|-0.1056689|-78.45423819999999|Cotocollao||['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4643202 -0.1269445)|-0.1269445|-78.4643202|Centro de Salud E1|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.46891 -0.1241709)|-0.1241709|-78.46891|Centro Médico Medictova||['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4670293 -0.1052487)|-0.1052487|-78.4670293|GMEDIQ Cirugía General y Laparoscópica Ambato||['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4682071 -0.1250877)|-0.1250877|-78.4682071|Centro Médico Primavera|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4705364 -0.124755)|-0.124755|-78.4705364|SIS&MED CIA LTDA|5.0|['hospital', 'health']|LA BOTA|2|hospital|health|||||||
POINT (-78.4482723 -0.1055249)|-0.1055249|-78.4482723|Veterinaria Vetgoglio|4.5|['pharmacy', 'veterinary_care', 'hair_care', 'health', 'store']|LA BOTA|5|pharmacy|veterinary_care|hair_care|health|store||||
POINT (-78.4741895 -0.1236405)|-0.1236405|-78.4741895|Solalissados|4.6|['hair_care', 'health']|LA BOTA|2|hair_care|health|||||||
POINT (-78.4623849 -0.1182826)|-0.1182826|-78.4623849|RELAX CANINO||['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.4561331 -0.117677)|-0.117677|-78.4561331|Ana hairstyle - Peluquería|4.5|['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.4638986 -0.1183007)|-0.1183007|-78.4638986|Magic's Styles||['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.4633209 -0.12225)|-0.12225|-78.4633209|PELUQUERIA LISOS Y RISOS|3.6|['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.45212 -0.1137)|-0.1137|-78.45212|BARBIE SALÓN|4.8|['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.466674 -0.1201972)|-0.1201972|-78.466674|Peluqueria Mery||['hair_care', 'health']|LA BOTA|2|hair_care|health|||||||
POINT (-78.455467 -0.1074863)|-0.1074863|-78.455467|BARBER SHOP||['hair_care', 'health']|LA BOTA|2|hair_care|health|||||||
POINT (-78.4665756 -0.1218141)|-0.1218141|-78.4665756|Peluqueria Unisex||['hair_care', 'health']|LA BOTA|2|hair_care|health|||||||
POINT (-78.4665322 -0.1226616)|-0.1226616|-78.4665322|Mariuxi's SPA & PELUQUERIA|5.0|['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.4671741 -0.1220425)|-0.1220425|-78.4671741|Peluquería Ideal - Comité del Pueblo|4.7|['hair_care', 'health']|LA BOTA|2|hair_care|health|||||||
POINT (-78.4666843 -0.1229179)|-0.1229179|-78.4666843|Sala De Belleza Y Peluqueria|3.0|['beauty_salon', 'hair_care']|LA BOTA|2|beauty_salon|hair_care|||||||
POINT (-78.4495791 -0.1135368)|-0.1135368|-78.4495791|Beauty Style||['hair_care', 'beauty_salon', 'health']|LA BOTA|3|hair_care|beauty_salon|health||||||
POINT (-78.46706619999999 -0.1229072)|-0.1229072|-78.46706619999999|Peluquería|3.0|['hair_care']|LA BOTA|1|hair_care||||||||
POINT (-78.47332089999999 -0.107927)|-0.107927|-78.47332089999999|Nilotex Telas (Proyectos)|4.6|['laundry', 'home_goods_store', 'store']|LA BOTA|3|laundry|home_goods_store|store||||||
POINT (-78.4770805 -0.1247663)|-0.1247663|-78.4770805|Cleaning Experts|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4550606 -0.1077588)|-0.1077588|-78.4550606|TEÑIDO DE ROPA BETYTANCOLORS SUCURSAL QUITO|5.0|['home_goods_store', 'laundry', 'store']|LA BOTA|3|home_goods_store|laundry|store||||||
POINT (-78.45762309999999 -0.106015)|-0.106015|-78.45762309999999|Lavanderia Expres||['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4677112 -0.1239511)|-0.1239511|-78.4677112|Mar Azul||['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4484393 -0.1122791)|-0.1122791|-78.4484393|Servi Clean1|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4537198 -0.105458)|-0.105458|-78.4537198|La Química Carapungo|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4539753 -0.1050088)|-0.1050088|-78.4539753|Lavandería alemana Carapungo|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4690717 -0.12425)|-0.12425|-78.4690717|Lavamash|4.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4694603 -0.1242885)|-0.1242885|-78.4694603|Alquiler de lavadoras en quito. Wash at home||['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.46899839999999 -0.1252001)|-0.1252001|-78.46899839999999|Limpieza maestra|4.3|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4686091 -0.1274447)|-0.1274447|-78.4686091|Lavafacil|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4534438 -0.1004103)|-0.1004103|-78.4534438|La Química Carapungo||['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.4757218 -0.1191536)|-0.1191536|-78.4757218|Lavanderías Industriales|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.474272 -0.123261)|-0.123261|-78.474272|LAVAFACIL DE LAVANDERIAS INDUSTRIALES|3.7|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.44401529999999 -0.109928)|-0.109928|-78.44401529999999|Lavandería SolClean1|5.0|['laundry']|LA BOTA|1|laundry||||||||
POINT (-78.46381629999999 -0.1373161)|-0.1373161|-78.46381629999999|BUSINESSLINE S.A.S||['library']|LA BOTA|1|library||||||||
POINT (-78.4583906 -0.1156698)|-0.1156698|-78.4583906|VirtualComp|4.3|['museum']|LA BOTA|1|museum||||||||
POINT (-78.46059439999999 -0.1248477)|-0.1248477|-78.46059439999999|Tanque de Agua El Carmen|3.3|['museum']|LA BOTA|1|museum||||||||
POINT (-78.4729854 -0.12853)|-0.12853|-78.4729854|Horticoop Andina|4.5|['aquarium', 'storage', 'pet_store', 'store']|LA BOTA|4|aquarium|storage|pet_store|store|||||
POINT (-78.4436635 -0.1025704)|-0.1025704|-78.4436635|Loginetgroup|4.0|['storage']|LA BOTA|1|storage||||||||
POINT (-78.47116249999999 -0.1331809)|-0.1331809|-78.47116249999999|Mudanzas economicas y guardamuebles Logisvant Internacional|5.0|['moving_company', 'storage', 'food']|LA BOTA|3|moving_company|storage|food||||||
POINT (-78.4569154 -0.1134242)|-0.1134242|-78.4569154|CB Centro Logístico||['storage']|LA BOTA|1|storage||||||||
POINT (-78.4580611 -0.108718)|-0.108718|-78.4580611|Almacenes Montero|4.0|['storage']|LA BOTA|1|storage||||||||
POINT (-78.4706446 -0.1154152)|-0.1154152|-78.4706446|Nirsa||['storage']|LA BOTA|1|storage||||||||
POINT (-78.4710845 -0.1169281)|-0.1169281|-78.4710845|Vencomax||['storage']|LA BOTA|1|storage||||||||
POINT (-78.4714326 -0.1125389)|-0.1125389|-78.4714326|Encaja Technologies Cía. Ltda.|4.2|['storage', 'store']|LA BOTA|2|storage|store|||||||
POINT (-78.4469483 -0.1106883)|-0.1106883|-78.4469483|ADIPAR S.A.||['storage']|LA BOTA|1|storage||||||||
POINT (-78.44658419999999 -0.1098307)|-0.1098307|-78.44658419999999|Adipharm Express|4.2|['storage']|LA BOTA|1|storage||||||||
POINT (-78.4456113 -0.1101056)|-0.1101056|-78.4456113|Flexnet del Ecuador - Operador logístico|4.5|['storage', 'food']|LA BOTA|2|storage|food|||||||
POINT (-78.4518544 -0.1022908)|-0.1022908|-78.4518544|Sekido S.A|3.8|['storage']|LA BOTA|1|storage||||||||
POINT (-78.4645676 -0.1305955)|-0.1305955|-78.4645676|Data Management & Outsourcing S.A|5.0|['storage']|LA BOTA|1|storage||||||||
POINT (-78.44632059999999 -0.105849)|-0.105849|-78.44632059999999|"Bodegas ""S.A Importadora Andina S.A.I.A"""|5.0|['storage']|LA BOTA|1|storage||||||||
POINT (-78.46199279999999 -0.1319941)|-0.1319941|-78.46199279999999|Bodegas Galpones Arriendo Quito|3.0|['storage']|LA BOTA|1|storage||||||||
POINT (-78.4764982 -0.1189917)|-0.1189917|-78.4764982|BODEGA DISPONIBLE||['storage']|LA BOTA|1|storage||||||||
POINT (-78.44305 -0.1093496)|-0.1093496|-78.44305|Premium Logistics International Movers - Matriz|4.8|['moving_company', 'storage']|LA BOTA|2|moving_company|storage|||||||
POINT (-78.4774796 -0.1152159)|-0.1152159|-78.4774796|Avellanas y el Juncal|4.0|['storage']|LA BOTA|1|storage||||||||
POINT (-78.4613808 -0.1148511)|-0.1148511|-78.4613808|LICORERÍA SPRINGFIELD|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.46458249999999 -0.118077)|-0.118077|-78.46458249999999|Licoreria La Clínica||['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4644689 -0.119909)|-0.119909|-78.4644689|Happy BeerUio||['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.46560509999999 -0.12177)|-0.12177|-78.46560509999999|A&B LICORERIA|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4493471 -0.1130483)|-0.1130483|-78.4493471|Fabián Licoreria|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4672863 -0.1240667)|-0.1240667|-78.4672863|LICORERIA EL ESTANCO LICORES||['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4676653 -0.1239796)|-0.1239796|-78.4676653|LICORERÍA CALIFORNIA||['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.46778499999999 -0.1249516)|-0.1249516|-78.46778499999999|Licuors Corner|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4646899 -0.1271076)|-0.1271076|-78.4646899|Licorería - Se me Vino a la Mente Una Copita o Dos|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4646075 -0.1281664)|-0.1281664|-78.4646075|Licorería los Paisas|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4709178 -0.1233708)|-0.1233708|-78.4709178|"Licoreria ""la gran parada"""|4.5|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4718551 -0.1228048)|-0.1228048|-78.4718551|Woods Market|4.8|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.451943 -0.1276664)|-0.1276664|-78.451943|"LICORERIA ""AGUANTE LLANO"" 24HORAS"|4.4|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.4450494 -0.1098921)|-0.1098921|-78.4450494|Licorería Rey de Copas|5.0|['liquor_store', 'bar', 'store', 'food']|LA BOTA|4|liquor_store|bar|store|food|||||
POINT (-78.46935169999999 -0.1280502)|-0.1280502|-78.46935169999999|Tienda La Veci||['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.470356 -0.1036369)|-0.1036369|-78.470356|LICORERIA CORTEZ|5.0|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.44336059999999 -0.113702)|-0.113702|-78.44336059999999|El Gato Nocturno Licorería|4.9|['liquor_store', 'store']|LA BOTA|2|liquor_store|store|||||||
POINT (-78.45585319999999 -0.109305)|-0.109305|-78.45585319999999|Direccion Distrital de Pichincha MTOP|4.0|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.46661689999999 -0.1223421)|-0.1223421|-78.46661689999999|Ecuatec||['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.464582 -0.1257099)|-0.1257099|-78.464582|RUFIPETS|5.0|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.4532448 -0.0997267)|-0.0997267|-78.4532448|Off.TOPOGRAFIA-V.A||['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.4696263 -0.1294922)|-0.1294922|-78.4696263|Yanbal y Asesoría Jurídica|5.0|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.4705716 -0.1289807)|-0.1289807|-78.4705716|Empresa Eléctrica Quito|4.5|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.46992610000001 -0.1002093)|-0.1002093|-78.46992610000001|LINEAS DE LOS ANDES ( Tax Gaxela)|1.0|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.47446699999999 -0.1282503)|-0.1282503|-78.47446699999999|Turis Monserrat|1.8|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.4439361 -0.1275071)|-0.1275071|-78.4439361|Tenencia Política Llano Chico||['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.4516289 -0.0964695)|-0.0964695|-78.4516289|GAMEZ VIELMA FREYN GREGORY|3.7|['local_government_office']|LA BOTA|1|local_government_office||||||||
POINT (-78.45148580000001 -0.0962302)|-0.0962302|-78.45148580000001|Centro Autorizado De Recaudación Carapungo Centro||['accounting', 'finance', 'local_government_office']|LA BOTA|3|accounting|finance|local_government_office||||||
POINT (-78.4531046 -0.0944666)|-0.0944666|-78.4531046|Empresa Electrica Quitó|3.4|['local_government_office']|LA BOTA|1|local_government_office||||||||
