geometry|lat|lon|name|rating|types|zona_estudio|n_types|type_0|type_1|type_2|type_3|type_4|type_5|type_6|type_7|type_8
POINT (-78.50867749999999 -0.2071048)|-0.2071048|-78.50867749999999|LAVANDERÍA MICKY||['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5156999 -0.2243471)|-0.2243471|-78.5156999|Lavandería Alemana||['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5080983 -0.2117858)|-0.2117858|-78.5080983|La Casa||['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5078903 -0.2065912)|-0.2065912|-78.5078903|Lavanderia Samy|5.0|['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5071263 -0.2074866)|-0.2074866|-78.5071263|Lavanderia Alkosto|4.9|['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.51280539999999 -0.2243453)|-0.2243453|-78.51280539999999|Lava Xpress|5.0|['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.508844 -0.2214698)|-0.2214698|-78.508844|Lava Facilisimo|3.6|['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5120743 -0.2256049)|-0.2256049|-78.5120743|La Lavanderia|5.0|['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5048035 -0.2099836)|-0.2099836|-78.5048035|Lavandería Mati|5.0|['laundry']|TOCTIUCO|1|laundry||||||||
POINT (-78.5134989 -0.2204583)|-0.2204583|-78.5134989|Biblioteca Municipal “Federico González Suárez”|4.7|['library']|TOCTIUCO|1|library||||||||
POINT (-78.50644729999999 -0.2084769)|-0.2084769|-78.50644729999999|ya basta quito||['library']|TOCTIUCO|1|library||||||||
POINT (-78.5189317 -0.2175079)|-0.2175079|-78.5189317|Yaku Water Museum|4.4|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.51513369999999 -0.2198965)|-0.2198965|-78.51513369999999|San Francisco Convent|4.6|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.51382920000002 -0.2202184)|-0.2202184|-78.51382920000002|Capilla del Milagro|4.9|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.51260119999999 -0.2196062)|-0.2196062|-78.51260119999999|Carondelet Palace|4.5|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.51308449999999 -0.2177738)|-0.2177738|-78.51308449999999|Museo de Arte Colonial|4.6|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.513227 -0.2218616)|-0.2218616|-78.513227|Museo Casa de Sucre|4.6|['tourist_attraction', 'museum']|TOCTIUCO|2|tourist_attraction|museum|||||||
POINT (-78.50928789999999 -0.2235013)|-0.2235013|-78.50928789999999|Muñoz Mariño Museo y Galerías|4.7|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.5150173 -0.2228231)|-0.2228231|-78.5150173|Museum of the City|4.7|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.5128857 -0.2201173)|-0.2201173|-78.5128857|Centro Cultural Metropolitano|4.7|['tourist_attraction', 'museum']|TOCTIUCO|2|tourist_attraction|museum|||||||
POINT (-78.5237875 -0.2178486)|-0.2178486|-78.5237875|TR LIBERTAD ALTO|3.0|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.5181545 -0.2134259)|-0.2134259|-78.5181545|Museo Convento Del Tejar|4.3|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.5275 -0.2188889)|-0.2188889|-78.5275|Cima de la Libertad|4.5|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.5173452 -0.2139861)|-0.2139861|-78.5173452|Maximo de los Padres Mercedarios de El Tejar|4.6|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.5260981 -0.2212503)|-0.2212503|-78.5260981|Templo de la Patria|4.7|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.5165336 -0.2197305)|-0.2197305|-78.5165336|Museo Francisco|4.7|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.51584509999999 -0.2214707)|-0.2214707|-78.51584509999999|Pre-Columbian Art Museum House of Praise|4.8|['museum', 'tourist_attraction']|TOCTIUCO|2|museum|tourist_attraction|||||||
POINT (-78.5069444 -0.2113889)|-0.2113889|-78.5069444|Contemporary Art Center of Quito|4.6|['tourist_attraction', 'museum']|TOCTIUCO|2|tourist_attraction|museum|||||||
POINT (-78.5221648 -0.2239251)|-0.2239251|-78.5221648|Museo del Padre Almeida|5.0|['museum']|TOCTIUCO|1|museum||||||||
POINT (-78.5134271 -0.2170898)|-0.2170898|-78.5134271|Distribuidora de calzado Melanie, Distribuidora Venus, Escolar, Económico|4.5|['shoe_store', 'storage', 'store']|TOCTIUCO|3|shoe_store|storage|store||||||
POINT (-78.53046859999999 -0.2156647)|-0.2156647|-78.53046859999999|"""AQUÍ PAGO"" LICORERÍA ELENA"|5.0|['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.51496449999999 -0.2158678)|-0.2158678|-78.51496449999999|Creaciones Yoli|4.0|['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.5135931 -0.217387)|-0.217387|-78.5135931|Importadora Modatex|4.4|['storage', 'home_goods_store', 'store']|TOCTIUCO|3|storage|home_goods_store|store||||||
POINT (-78.5145761 -0.2197548)|-0.2197548|-78.5145761|Almacen del Niño|2.4|['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.5106103 -0.2176002)|-0.2176002|-78.5106103|Manualidades Bisonte|4.8|['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.512784 -0.2221101)|-0.2221101|-78.512784|Almacenes Montero|4.2|['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.5090847 -0.2177001)|-0.2177001|-78.5090847|Globatex Sublimación||['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.5056184 -0.2037191)|-0.2037191|-78.5056184|Vernaza Grafic Matriz|4.6|['book_store', 'storage', 'store']|TOCTIUCO|3|book_store|storage|store||||||
POINT (-78.5039987 -0.2099908)|-0.2099908|-78.5039987|Metal Office|5.0|['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.5107178 -0.1935018)|-0.1935018|-78.5107178|AUSERVIS ROSER ANDINA||['storage']|TOCTIUCO|1|storage||||||||
POINT (-78.52377 -0.2112184)|-0.2112184|-78.52377|Licor Express T & D|5.0|['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5138966 -0.2107541)|-0.2107541|-78.5138966|Licoreria de mou||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5125335 -0.2119697)|-0.2119697|-78.5125335|La Copa Amiga Licorería|5.0|['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5231936 -0.2234026)|-0.2234026|-78.5231936|licoreria c24/7||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5135489 -0.2188215999999999)|-0.2188215999999999|-78.5135489|chulla cerveza artesanal||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5323758 -0.2235068)|-0.2235068|-78.5323758|Licoreria La Vecina|3.4|['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5095174 -0.2122505)|-0.2122505|-78.5095174|Bodega F&G|5.0|['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.52814 -0.226275)|-0.226275|-78.52814|Licoreria Dieguito||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5083477 -0.2124334)|-0.2124334|-78.5083477|Licoreria||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5241102 -0.2275266)|-0.2275266|-78.5241102|"Deposito De Cerveza ""La Qapital"""||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.52767999999999 -0.2308995999999999)|-0.2308995999999999|-78.52767999999999|Viveres Valería||['grocery_or_supermarket', 'liquor_store', 'store', 'food']|TOCTIUCO|4|grocery_or_supermarket|liquor_store|store|food|||||
POINT (-78.50541849999999 -0.2180203)|-0.2180203|-78.50541849999999|La Church Licorería|5.0|['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5042461 -0.2031269)|-0.2031269|-78.5042461|Licorería Ale Liquors||['liquor_store', 'store']|TOCTIUCO|2|liquor_store|store|||||||
POINT (-78.5115072 -0.2203281)|-0.2203281|-78.5115072|Municipio del Distrito Metropolitano de Quito|3.9|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5257194 -0.2083871)|-0.2083871|-78.5257194|Casa Barrial San Salvador||['city_hall', 'local_government_office']|TOCTIUCO|2|city_hall|local_government_office|||||||
POINT (-78.5197404 -0.2068846)|-0.2068846|-78.5197404|Escalinata Pasaje Canchagua||['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.51332839999999 -0.2082067)|-0.2082067|-78.51332839999999|A La Orden Su Mandado|5.0|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5186243 -0.2208951)|-0.2208951|-78.5186243|Unidad Metropolitana De Salud Centro|4.9|['local_government_office', 'health']|TOCTIUCO|2|local_government_office|health|||||||
POINT (-78.5116103 -0.2104081)|-0.2104081|-78.5116103|Subcentro de Salud San Juan||['local_government_office', 'health']|TOCTIUCO|2|local_government_office|health|||||||
POINT (-78.5145624 -0.2197872)|-0.2197872|-78.5145624|Instituto de Estudios Historicos de la Policia Nacional|5.0|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5136625 -0.2189537)|-0.2189537|-78.5136625|Tattoo Arte|5.0|['accounting', 'home_goods_store', 'finance', 'local_government_office', 'store']|TOCTIUCO|5|accounting|home_goods_store|finance|local_government_office|store||||
POINT (-78.52595219999999 -0.2249301)|-0.2249301|-78.52595219999999|UPC LA COLMENA||['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.513223 -0.2186813)|-0.2186813|-78.513223|UNIDAD DE PATRONATO MUNICIPAL SAN JOSE|3.3|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5131099 -0.2194664)|-0.2194664|-78.5131099|Vicepresidencia de la República|3.5|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5096016 -0.2123151)|-0.2123151|-78.5096016|Guagua Centro Patronato San José|5.0|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.51419829999999 -0.221499)|-0.221499|-78.51419829999999|Secretaria de Territorio Hábitat y Vivienda|3.9|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.51391559999999 -0.2213424)|-0.2213424|-78.51391559999999|Secretaría General de Planificación|5.0|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5140993 -0.2215354)|-0.2215354|-78.5140993|Secretaría de Movilidad|3.7|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5139277 -0.221386)|-0.221386|-78.5139277|Ministerio del Interior|5.0|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5117236 -0.2186827)|-0.2186827|-78.5117236|Secretaria General de Coordinacion Territorial y Particopacion Ciudadana|3.0|['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5123052 -0.2195419)|-0.2195419|-78.5123052|Servicio de Protección Presidencial||['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5138633 -0.2215271)|-0.2215271|-78.5138633|MDI - Edificio Sucre||['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5123636 -0.2211805)|-0.2211805|-78.5123636|oficina de registro de arrendamientos||['local_government_office']|TOCTIUCO|1|local_government_office||||||||
POINT (-78.5111628 -0.2182526)|-0.2182526|-78.5111628|Somos Jp Producciones Internacional|5.0|['night_club']|TOCTIUCO|1|night_club||||||||
POINT (-78.5196832 -0.1926193)|-0.1926193|-78.5196832|Lost City UIO|4.7|['night_club']|TOCTIUCO|1|night_club||||||||
POINT (-78.5135371 -0.2251958)|-0.2251958|-78.5135371|BUHO´S MUSIK RESTAURANT - Exclusivo para seres nocturnos -|4.6|['night_club', 'bar', 'restaurant', 'food']|TOCTIUCO|4|night_club|bar|restaurant|food|||||
POINT (-78.50707360000001 -0.2210435999999999)|-0.2210435999999999|-78.50707360000001|Bar Crawl Quito|5.0|['night_club']|TOCTIUCO|1|night_club||||||||
POINT (-78.51761139999999 -0.1924381)|-0.1924381|-78.51761139999999|Vulqano Park|4.2|['amusement_park', 'tourist_attraction', 'park']|TOCTIUCO|3|amusement_park|tourist_attraction|park||||||
POINT (-78.5070341 -0.2108737)|-0.2108737|-78.5070341|Parkour - Jardín San Juan Park|4.3|['park']|TOCTIUCO|1|park||||||||
POINT (-78.512081 -0.220124)|-0.220124|-78.512081|Independence Square|4.6|['tourist_attraction', 'park']|TOCTIUCO|2|tourist_attraction|park|||||||
POINT (-78.52700109999999 -0.2067241)|-0.2067241|-78.52700109999999|El colibrí - San Salvador Park|5.0|['park']|TOCTIUCO|1|park||||||||
POINT (-78.52493849999999 -0.2063999)|-0.2063999|-78.52493849999999|Canchas San Salvador|4.4|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5210523 -0.2104168)|-0.2104168|-78.5210523|Cancha Basquet Salvador Allende|5.0|['park']|TOCTIUCO|1|park||||||||
POINT (-78.51974210000002 -0.2074205)|-0.2074205|-78.51974210000002|Escalinata Canchagua Park||['park']|TOCTIUCO|1|park||||||||
POINT (-78.5299931 -0.2049079)|-0.2049079|-78.5299931|La Chorrera - Quito|4.5|['park']|TOCTIUCO|1|park||||||||
POINT (-78.52028779999999 -0.2138263)|-0.2138263|-78.52028779999999|Eugenio Espejo Park|5.0|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5155411 -0.2112882)|-0.2112882|-78.5155411|Cancha de las escalinatas|3.8|['park']|TOCTIUCO|1|park||||||||
POINT (-78.520575 -0.2203523)|-0.2203523|-78.520575|Debió del viaducto|1.0|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5135445 -0.2072092)|-0.2072092|-78.5135445|miraflores polichasqui||['park']|TOCTIUCO|1|park||||||||
POINT (-78.5135257 -0.2068917)|-0.2068917|-78.5135257|Acceso Bosque Cruz Loma|4.5|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5133567 -0.2054504)|-0.2054504|-78.5133567|Bosque Miraflores|3.8|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5122275 -0.2076595)|-0.2076595|-78.5122275|San Juan Park|4.8|['park']|TOCTIUCO|1|park||||||||
POINT (-78.51756929999999 -0.2209388)|-0.2209388|-78.51756929999999|celular v|2.5|['park']|TOCTIUCO|1|park||||||||
POINT (-78.51090339999999 -0.2085703)|-0.2085703|-78.51090339999999|FLIA GUEVARA RODRIGUEZ||['park']|TOCTIUCO|1|park||||||||
POINT (-78.5135489 -0.2188215999999999)|-0.2188215999999999|-78.5135489|Plaza Santo Domingo|4.4|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5172486 -0.2225128)|-0.2225128|-78.5172486|Plaza de los Periodistas|3.9|['park']|TOCTIUCO|1|park||||||||
POINT (-78.51076739999999 -0.2063798)|-0.2063798|-78.51076739999999|Miraflores Park|4.1|['park']|TOCTIUCO|1|park||||||||
POINT (-78.5118219 -0.2182914)|-0.2182914|-78.5118219|Estacionamiento Cadisan|3.9|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.52057479999999 -0.2184121)|-0.2184121|-78.52057479999999|Estacionamiento YAKU|4.4|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5161686 -0.2157821)|-0.2157821|-78.5161686|Estacionamiento EL TEJAR|3.8|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.51622669999999 -0.2163752)|-0.2163752|-78.51622669999999|Parqueadero Publico|5.0|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5224307 -0.2213853)|-0.2213853|-78.5224307|Las Palmas De San Antonio||['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.51693350000001 -0.2181996)|-0.2181996|-78.51693350000001|"Parqueadero ""La Campana"""|4.5|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5186962 -0.2198056)|-0.2198056|-78.5186962|Parqueadero|3.0|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5163176 -0.2176754)|-0.2176754|-78.5163176|Parqueadero||['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.51732299999999 -0.2196728)|-0.2196728|-78.51732299999999|PARQUEADERO EL SALVADOR|3.0|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5169653 -0.2197166)|-0.2197166|-78.5169653|Parqueadero Centro Histórico|4.6|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5146287 -0.2173385)|-0.2173385|-78.5146287|Parqueadero La Merced|3.8|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5132943 -0.2156433)|-0.2156433|-78.5132943|Mediodia Parqueadero||['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.518641 -0.2219445)|-0.2219445|-78.518641|Parqueadero|4.7|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5128069 -0.2161453)|-0.2161453|-78.5128069|"Parqueadero: La Merced ""Cotopaxi"""|3.8|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5131284 -0.2168473)|-0.2168473|-78.5131284|Parqueadero|2.0|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5133299 -0.2189381)|-0.2189381|-78.5133299|Parqueadero||['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5133879 -0.2193243)|-0.2193243|-78.5133879|Parqueadero|4.8|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.51439100000002 -0.222453)|-0.222453|-78.51439100000002|Parqueadero Centro Comercial La Manzana|3.8|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.50878449999999 -0.2154585000000001)|-0.2154585000000001|-78.50878449999999|BICI-P||['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.507865 -0.2144495)|-0.2144495|-78.507865|Parqueadero basilica|4.8|['parking']|TOCTIUCO|1|parking||||||||
POINT (-78.5233798 -0.2117568)|-0.2117568|-78.5233798|CONEJOS BOTSHIL|4.4|['pet_store', 'store']|TOCTIUCO|2|pet_store|store|||||||
POINT (-78.5216094 -0.2198691)|-0.2198691|-78.5216094|Agro JC||['pet_store', 'store']|TOCTIUCO|2|pet_store|store|||||||
POINT (-78.5241515 -0.232195)|-0.232195|-78.5241515|Pets grooming||['pet_store', 'store']|TOCTIUCO|2|pet_store|store|||||||
POINT (-78.51202529999999 -0.2226085)|-0.2226085|-78.51202529999999|Hotel Boutique Plaza Sucre|4.3|['hair_care', 'health', 'restaurant', 'lodging', 'food']|TOCTIUCO|5|hair_care|health|restaurant|lodging|food||||
POINT (-78.5125539 -0.2224691)|-0.2224691|-78.5125539|Hotel San Francisco de Quito|4.2|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5157251 -0.2208811)|-0.2208811|-78.5157251|Hotel Boutique Portal de Cantuña|4.4|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5120666 -0.2194316)|-0.2194316|-78.5120666|Hotel Plaza Grande Quito|4.6|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.51540059999999 -0.2211899)|-0.2211899|-78.51540059999999|Casa Gangotena|4.8|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5100236 -0.2211351)|-0.2211351|-78.5100236|Hostal Quito Cultural|4.2|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.509174 -0.2208669)|-0.2208669|-78.509174|Hostal Mia Leticia|4.4|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5099563 -0.2210091)|-0.2210091|-78.5099563|Hotel Viena|4.2|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.51118860000001 -0.2185667)|-0.2185667|-78.51118860000001|Hotel Patio Andaluz|4.6|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5102819 -0.2161021)|-0.2161021|-78.5102819|Hotel Casa Gardenia|4.5|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.513013 -0.2267741)|-0.2267741|-78.513013|Hotel Principal|4.4|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.51001629999999 -0.2230568)|-0.2230568|-78.51001629999999|Casa San Marcos|4.6|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.51409819999999 -0.223349)|-0.223349|-78.51409819999999|Viajero|4.6|['bar', 'lodging']|TOCTIUCO|2|bar|lodging|||||||
POINT (-78.51072239999999 -0.2189544)|-0.2189544|-78.51072239999999|Hotel El Relicario Del Carmen Hotel|4.5|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.51364679999999 -0.2248488)|-0.2248488|-78.51364679999999|La Casona de la Ronda Hotel|4.7|['tourist_attraction', 'real_estate_agency', 'lodging']|TOCTIUCO|3|tourist_attraction|real_estate_agency|lodging||||||
POINT (-78.5092219 -0.2146269)|-0.2146269|-78.5092219|Hospedaje Huanacauri Quito|3.9|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5115 -0.2227935)|-0.2227935|-78.5115|Huasi Continental|4.0|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5126719 -0.2181048)|-0.2181048|-78.5126719|Hotel Catedral Internacional|4.0|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5093254 -0.211661)|-0.211661|-78.5093254|Blue Door Housing Historic Quito|4.5|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.5090839 -0.2215555)|-0.2215555|-78.5090839|Hotel Centro Quito Ecuador|3.9|['lodging']|TOCTIUCO|1|lodging||||||||
POINT (-78.51896219999999 -0.2247354)|-0.2247354|-78.51896219999999|LunaWasi Tipis|5.0|['movie_theater']|TOCTIUCO|1|movie_theater||||||||
POINT (-78.5165536 -0.191216)|-0.191216|-78.5165536|AutoCine Quito Teleférico|4.4|['movie_theater']|TOCTIUCO|1|movie_theater||||||||
POINT (-78.5088732 -0.2232655)|-0.2232655|-78.5088732|Posdata Film||['movie_theater']|TOCTIUCO|1|movie_theater||||||||
POINT (-78.5061822 -0.2190681)|-0.2190681|-78.5061822|Toner Film||['movie_theater']|TOCTIUCO|1|movie_theater||||||||
POINT (-78.5083815 -0.2232536)|-0.2232536|-78.5083815|Lejania Film|1.0|['movie_theater']|TOCTIUCO|1|movie_theater||||||||
POINT (-78.5170102 -0.2108929)|-0.2108929|-78.5170102|Blasystems|3.5|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5148019 -0.2175501)|-0.2175501|-78.5148019|La Merced Mall Parking Lot|4.0|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.52480539999999 -0.2188757)|-0.2188757|-78.52480539999999|Flores Navarro Cecilia|3.0|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.52154320000001 -0.2193002)|-0.2193002|-78.52154320000001|Mercado de San Roque|3.6|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5166424 -0.2161516)|-0.2161516|-78.5166424|Sector El Tejar Centro De Quito|4.2|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5160082 -0.2155682)|-0.2155682|-78.5160082|Centro Comercial Nuevo Amanecer|4.0|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.51592629999999 -0.2156621)|-0.2156621|-78.51592629999999|Pure vanity|4.1|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5157693 -0.2155968)|-0.2155968|-78.5157693|TIXITEXTILES CIA LTDA||['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.51559379999999 -0.2158825)|-0.2158825|-78.51559379999999|Lasland Cuero y Moda|5.0|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.515413 -0.2161661)|-0.2161661|-78.515413|Plaza Hermano Miguel|4.0|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5153855 -0.2161921)|-0.2161921|-78.5153855|Centro Comercial El Tejar|4.1|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.51567090000002 -0.2168351)|-0.2168351|-78.51567090000002|Calle Aguirre||['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5147048 -0.2160199)|-0.2160199|-78.5147048|Centro comercial Hermano Miguel|4.2|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.51986959999999 -0.2210492)|-0.2210492|-78.51986959999999|Plataforma Central 1ro de Mayo. San Roque|4.0|['shopping_mall']|TOCTIUCO|1|shopping_mall||||||||
POINT (-78.5144423 -0.2203996)|-0.2203996|-78.5144423|Farmacias Cruz Azul|4.0|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5082089 -0.2182879)|-0.2182879|-78.5082089|Farmacias Fybeca|4.1|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5045861 -0.2043715)|-0.2043715|-78.5045861|MegaBotikas||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.52209119999999 -0.2107043)|-0.2107043|-78.52209119999999|FARMACIAS LH||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.52545719999999 -0.204172)|-0.204172|-78.52545719999999|Farmacia Pharmavid|5.0|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5227685 -0.2207318)|-0.2207318|-78.5227685|Mi Farmacia|5.0|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.51261629999999 -0.2106012)|-0.2106012|-78.51261629999999|Farmacia Verbena San Juan||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5164882 -0.2192804)|-0.2192804|-78.5164882|Su Farmacia Alianza||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.51413769999999 -0.2163021)|-0.2163021|-78.51413769999999|Blanquifarm||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5140603 -0.2162192)|-0.2162192|-78.5140603|DISTRIBUIDORA BLANQUITA||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.51197909999999 -0.2104778)|-0.2104778|-78.51197909999999|Farmacias Economicas|3.5|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5142882 -0.219071)|-0.219071|-78.5142882|Farmacia Reino Unido|4.2|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.525649 -0.2249506)|-0.2249506|-78.525649|Farmacias del Barrio|4.5|['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5132105 -0.2187252)|-0.2187252|-78.5132105|Farmacias Sana Sana||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.51709950000001 -0.222846)|-0.222846|-78.51709950000001|Fybeca||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
POINT (-78.5150452 -0.2213559)|-0.2213559|-78.5150452|FARMACIAS ECONOMICAS||['pharmacy', 'health', 'store']|TOCTIUCO|3|pharmacy|health|store||||||
